Claim_ID,Contact_ID,Customer_ID,State,Region,Reserve_Amount,Loss_Date,Reported_Date,First_Contact_Date,Closed_Date,Days_To_First_Contact,Cycle_Time_Days,Inbound_Calls,Avg_Hold_Time_,Transfer_Count,Documentation_Error,Escalated,Claim_Complexity,Adjuster_ID,Adjuster_Level,Team,Quality_Score,Customer_Satisfaction_Score
CLM-2025-01239,CNT-101239,CUST-77979,GA,Southeast,"$72,961.52 ",1/6/2025,N/A,1/7/2025,3/10/2025,1,63,6,3.06,0,No,No,Medium,ADJ-1001,Senior,Team Beta,93.5,5.8
CLM-2025-01240,CNT-101240,CUST-51441,TX,South Central,"$7,296.58 ",7/18/2025,7/20/2025,7/22/2025,8/3/2025,2,14,6,4.74,0,No,No, Medium ,ADJ-1009,Trainee,Team Team Central,97,6.2
CLM-2025-01241,CNT-101241,CUST-83548,OR,West,"$23,978.82 ",12/19/2025,12/21/2025,12/21/2025,1/25/2026,0,35,,3.11,0,No,No,Low,ADJ-1035,Standard,Team Delta,100,5.5
CLM-2025-01242,CNT-101242,CUST-56885,NM,Southwest,"$1,623.41 ",7/12/2025,7/14/2025,7/14/2025,7/11/2025,0,-3,1,1.26,0,Yes,No,Low,ADJ-1058,Standard,Team Gamma,81.7,9.9
CLM-2025-01243,CNT-101243,CUST-44401,NV,Southwest,"$26,454.34 ",4/13/2025,4/13/2025,4/14/2025,6/8/2025,1,56,6,2.36,0,,No,Medium,ADJ-1043,Standard,Team Echo,92.1,6.6
CLM-2025-01244,CNT-101244,CUST-67007,IL,Midwest,"$1,616.96 ",,1/26/2025,1/28/2025,2/10/2025,2,15,3,2.52,0,Yes,No,,ADJ-1051,Standard,Team Team Central,94.2,4.8
CLM-2025-01245,CNT-101245,CUST-62324,IL,Midwest,"$7,853.59 ",11/21/2025,11/23/2025,11/25/2025,12/18/2025,2,25,4,4.99,0,No,No,Low,ADJ-1014,Specialist,Team Echo,94.3,5.3
CLM-2025-01246,CNT-101246,CUST-53573,UT,Mountain,"$9,404.44 ",,4/27/2025,4/30/2025,6/21/2025,3,55,6,2.70,0,No,No,High,ADJ-1027,Senior,Team SouthTeam West,87.2,6
CLM-2025-01247,CNT-101247,CUST-83366,UT,Mountain,,3/7/2025,3/9/2025,3/11/2025,4/10/2025,2,32,4,4.00,0,No,No,High,ADJ-1023,Standard,Team Delta,90.7,7.2
CLM-2025-01248,CNT-101248,CUST-11995,GA,Southeast,$774.87 ,4/21/2025,4/23/2025,4/24/2025,5/9/2025,1,16,3,2.58,N/A,No,No,Low,ADJ-1066,Senior,Team Team Alpha,93.5,8.5
CLM-2025-01249,CNT-101249,CUST-83602,NV,Southwest,"$12,232.27 ",11/6/2025,11/7/2025,11/10/2025,12/31/2025,3,54,8,5.69,1,No,No,High,ADJ-1049,Standard,Team Beta,84.5,4.4
CLM-2025-01250,CNT-101250,CUST-46869,AZ,Southwest,"$13,363.31 ",6/26/2025,6/28/2025,7/1/2025,8/12/2025,3,45,6,4.11,1,No,No,High,ADJ-1036,Senior,Team Team West,86.5,6.5
CLM-2025-01251,CNT-101251,CUST-64666,CO,Mountain,$975.49 ,2/4/2025,2/5/2025,2/7/2025,2/15/2025,2,10,1,2.46,N/A,No,No,Low,ADJ-1009,Senior,Team SouthTeam West,89.6,8.6
CLM-2025-01252,CNT-101252,CUST-19106,WA,West,"$20,951.15 ",11/27/2025,11/27/2025,12/1/2025,1/21/2026,4,55,6,4.44,1,No,No,High,ADJ-1008,Specialist,Team Beta,95.5,6.9
CLM-2025-01253,CNT-101253,CUST-21668,NM,Southwest,$722.12 ,5/16/2025,5/19/2025,5/22/2025,6/7/2025,-3,19,5,3.70,0,,No,Low,ADJ-1006,Trainee,Team Team West,93.7,5.8
CLM-2025-01254,CNT-101254,CUST-36291,NM,Southwest,"$2,493.38 ",1/16/2025,1/19/2025,1/21/2025,2/4/2025,2,16,4,3.40,0,No,No,Medium,ADJ-1065,Senior,Team Gamma,97.5,6.1
CLM-2025-01255,CNT-101255,CUST-99867,UT,Mountain,"$14,678.40 ",2/22/2025,2/23/2025,2/23/2025,4/6/2025,0,N/A,3,4.03,1,No,No,High,ADJ-1061,Senior,Team Team Alpha,92,5.8
CLM-2025-01256,CNT-101256,CUST-74017,NV,Southwest,$811.13 ,6/9/2025,6/11/2025,6/13/2025,6/15/2025,2,4,2,3.37,0,No,No,Low,ADJ-1019,Standard,Team SouthTeam West,98,7.7
CLM-2025-01257,CNT-101257,CUST-59455,CO,Mountain,"$1,696.56 ",12/24/2025,12/29/2025,12/31/2025,1/15/2026,2,17 days,3,2.60,0,No,No,medium,ADJ-1027,Senior,Team Delta,92,6.4
CLM-2025-01258,CNT-101258,CUST-46932,NV,Southwest,"$7,891.22 ",7/16/2025,7/18/2025,7/21/2025,8/18/2025,3,N/A,2,1.50,0,No,No,Medium,ADJ-1067,Standard,Team SouthTeam West,90.4,6.2
CLM-2025-01259,CNT-101259,CUST-77030,TX,South Central,"$3,672.45 ",2/10/2025,2/12/2025,2/13/2025,3/5/2025,1 days,21,4,5.17,0,No,Yes,Medium,ADJ-1074,Senior,Team Beta,97.3,5.3
CLM-2025-01260,CNT-101260,CUST-63837,TX,South Central,"$1,791.82 ",6/17/2025,6/19/2025,6/22/2025,6/30/2025,3,11,7,3.67,2,No,No,Low,ADJ-1029,Senior,Team Team Central,91.2,7.3
CLM-2025-01261,CNT-101261,CUST-47395,WA,West,"$1,003.82 ",7/29/2025,7/30/2025,N/A,7/31/2025,N/A,1,2,2.60,0,No,No,Low,ADJ-1071,Senior,Team Team Central,88,6.9
CLM-2025-00461,CNT-101262,CUST-52772,UT,Mountain,"$16,703.08 ",1/24/2025,1/24/2025,1/25/2025,3/8/2025,1,43,5,3.20,0,No,No,High,ADJ-1030,Senior,Team Beta,93.7,6.5
CLM-2025-01263,CNT-101263,CUST-30440,NV,Southwest,"$4,194.85 ",4/2/2025,4/2/2025,4/4/2025,4/21/2025,2,19,4,1.30,1,No,No,Low,ADJ-1001,Standard,Team Delta,,7.1
CLM-2025-01264,CNT-101264,CUST-61362,CA,West,"$2,123.85 ",2/18/2025,2/19/2025,2/20/2025,3/5/2025,1,14,5,5.62,1,No,No,Low,ADJ-1040,Standard,Team SouthTeam West,N/A,6.3
CLM-2025-01265,CNT-101265,CUST-58974,CA,West,"$1,934.32 ",2/23/2025,2/25/2025,3/1/2025,2/20/2025,4,-5,5,5.03,0,No,No,Medium,ADJ-1038,Standard,Team Beta,94.4,4.5
CLM-2025-01266,CNT-101266,CUST-29129,TX,South Central,"$1,616.96 ",8/14/2025,8/16/2025,8/18/2025,9/8/2025,2,23,3,,0,No,Yes,Medium,ADJ-1027,Trainee,Team SouthTeam West,86.5,5.5
CLM-2025-01267,CNT-101267,CUST-72190,AZ,Southwest,"$10,214.20 ",3/11/2025,3/14/2025,3/17/2025,5/2/2025,3,49,N/A,2.68,0,Yes,No,High,ADJ-1047,Specialist,Team Echo,78.2,5.5
CLM-2025-01268,CNT-101268,CUST-95456,AZ,Southwest,"$2,437.60 ",11/22/2025,11/23/2025,11/23/2025,11/25/2025,0,2,1,3.10,0,Yes,No,Low,ADJ-1032,Standard,Team Gamma,96.8,8.9
CLM-2025-01269,CNT-101269,CUST-59394,TX,South Central,,8/3/2025,8/6/2025,8/6/2025,8/18/2025,0,12,1,3.74,0,No,,Medium,ADJ-1040,Trainee,Team Team Central,95.3,6.9
CLM-2025-01270,CNT-101270,CUST-17697,CO,Mountain,"$1,117.64 ",6/15/2025,6/16/2025,,6/26/2025,N/A,10,1,1.60,0,No,No,Medium,ADJ-1074,Trainee,Team Echo,81.9,7.2
CLM-2025-01271,CNT-101271,CUST-95807,IL,Midwest,$982.99 ,10/6/2025,10/7/2025,10/10/2025,10/15/2025,3,8,3,3.40,0,No,No,Low,ADJ-1039,Standard,Team Delta,83.6,6.6
CLM-2025-01272,CNT-101272,CUST-25511,GA,Southeast,"$1,398.94 ",1/16/2025,1/19/2025,1/20/2025,N/A,5,26,4,4.41,1,No,No,Medium,ADJ-1080,Senior,Team Team Alpha,86.6,5.7
CLM-2025-01273,CNT-101273,CUST-92412,WA,West,"$1,466.91 ",2/24/2025,2/24/2025,2/26/2025,3/3/2025,2,7,2,2.19,1,No,,Medium,ADJ-1079,Standard,Team Team West,94.7,7
CLM-2025-01274,CNT-101274,CUST-91696,UT,Mountain,"$2,821.55 ",9/14/2025,9/15/2025,9/17/2025,10/10/2025,2,25,2,2.27,0,No,No,Low,ADJ-1022,Standard,Team SouthTeam West,97.6,7.7
CLM-2025-01275,CNT-101275,CUST-44587,CA,West,"$2,362.88 ",10/14/2025,N/A,10/18/2025,11/5/2025,3,21,3,6.65,1,No,No,Medium,ADJ-1009,Specialist,Team Team West,89,4.7
CLM-2025-01276,CNT-101276,CUST-67074,OR,West,"$1,778.62 ",1/19/2025,1/19/2025,1/21/2025,2/7/2025,2,19,1,0.71,2,No,Yes,Medium,ADJ-1066,Specialist,Team Team West,89.8,7.9
CLM-2025-01277,CNT-101277,CUST-35042,CO,Mountain,$790.78 ,11/25/2025,11/26/2025,11/28/2025,12/9/2025,2,13,2,4.43,1,No,No,Medium,ADJ-1045,Senior,Team Gamma,91.3,5
CLM-2025-01278,CNT-101278,CUST-12238,CA,West,"$8,873.97 ",8/29/2025,8/29/2025,9/1/2025,10/3/2025,3,35,5,5.78,0,No,No,High,ADJ-1043,Senior,Team Team Central,82.1,3.4
CLM-2025-00772,CNT-101279,CUST-58805,FL,Southeast,"$1,287.73 ",8/21/2025,8/22/2025,8/24/2025,8/27/2025,2,17,2,N/A,1,No,Yes,Medium,ADJ-1079,Standard,Team Gamma,100,5.8
CLM-2025-01280,CNT-101280,CUST-61810,FL,Southeast,"$1,373.24 ",6/4/2025,6/4/2025,6/5/2025,6/17/2025,1,13,3,4.01,0,No,No,Low,ADJ-1049,Specialist,Team Delta,97.9,7.8
CLM-2025-01281,CNT-101281,CUST-15420,CO,Mountain,"$67,344.84 ",5/8/2025,5/10/2025,5/10/2025,7/15/2025,0,66,6,4.29,1,No,No, High ,ADJ-1003,Trainee,Team Team Central,90.8,4.5
CLM-2025-01282,CNT-101282,CUST-99787,CA,West,"$2,584.40 ",8/31/2025,9/1/2025,9/3/2025,9/10/2025,2,9,4,2.95,0,No,No,Medium,ADJ-1005,Trainee,Team Beta,95.8,6.2
CLM-2025-01283,CNT-101283,CUST-68555,TX,South Central,"$1,111.42 ",3/18/2025,3/22/2025,3/22/2025,3/29/2025,0,7,3,6.03,2,No,Yes,Low,ADJ-1024,Trainee,Team Echo,88.3,5.7
CLM-2025-01284,CNT-101284,CUST-57159,NV,Southwest,"$2,306.01 ",8/1/2025,8/4/2025,8/4/2025,8/12/2025,0,8,1,1.64,0,Yes,No,Medium,ADJ-1079,Standard,Team Beta,84.9,7.5
CLM-2025-01285,CNT-101285,CUST-68651,FL,Southeast,"$36,029.34 ",5/28/2025,6/1/2025,6/2/2025,7/31/2025,1,60,9,1.72,1,No,No,High,ADJ-1061,Trainee,Team Team Alpha,88.9,5.9
CLM-2025-01286,CNT-101286,CUST-35159,CO,Mountain,"$23,765.19 ",8/22/2025,8/23/2025,8/24/2025,10/9/2025,1,47,7,3.08,1,No,No,High,ADJ-1025,Specialist,Team Echo,87,7.7
CLM-2025-01287,CNT-101287,CUST-89310,CO,Mountain,"$23,039.94 ",1/27/2025,1/27/2025,1/28/2025,3/26/2025,1,58,6,5.28,3,No,Yes,High,ADJ-1013,Senior,Team Echo,85.8,5
CLM-2025-01288,CNT-101288,CUST-85201,CA,West,$978.19 ,5/27/2025,5/28/2025,5/30/2025,6/21/2025,2,24,3,3.56,1,No,No,Low,ADJ-1027,Standard,Team SouthTeam West,94.6,6.7
CLM-2025-01289,CNT-101289,CUST-31237,GA,Southeast,"$3,086.90 ",12/14/2025,12/17/2025,12/19/2025,1/8/2026,2,22,4,1.41,0,No,No,Medium,ADJ-1073,Standard,Team Echo,96.1,7
CLM-2025-01290,CNT-101290,CUST-35767,WA,West,"$2,137.90 ",6/22/2025,6/23/2025,6/24/2025,6/28/2025,1,5,2,2.05,0,No,No,LOW,ADJ-1074,Standard,Team Gamma,96.3,6.9
CLM-2025-01291,CNT-101291,CUST-91337,NV,Southwest,"$17,060.13 ",5/14/2025,5/15/2025,5/16/2025,6/28/2025,1,N/A,6,3.23,0,No,No,High,ADJ-1037,Trainee,Team Delta,N/A,5.8
CLM-2025-01292,CNT-101292,CUST-65476,CA,West,"$4,283.28 ",3/1/2025,3/3/2025,3/4/2025,3/23/2025,1,20,5,4.15,1,No,No,Low,ADJ-1026,Standard,Team Echo,90.5,7.1
CLM-2025-01293,CNT-101293,CUST-94579,OR,West,N/A,3/23/2025,3/24/2025,3/25/2025,4/23/2025,1,30,6,2.98,1,No,No,High,ADJ-1048,Standard,Team Gamma,90.8,8.2
CLM-2025-01294,CNT-101294,CUST-81929,NV,Southwest,"$23,271.01 ",2/5/2025,2/6/2025,13/32/2025,3/23/2025,2,45,5,2.91,0,No,No,Minor,ADJ-1061,Standard,Team Team West,100,7
CLM-2025-01295,CNT-101295,CUST-27553,CA,West,,5/25/2025,5/28/2025,5/30/2025,6/21/2025,2,24,4,3.54,0,No,No,Low,ADJ-1073,Standard,Team Team Central,91,5.5
CLM-2025-01296,CNT-101296,CUST-33519,FL,Southeast,"$5,324.19 ",2/21/2025,2/22/2025,2/24/2025,3/20/2025,2,26,3,3.14,0,No,No,Low,ADJ-1080,Senior,Team Team Central,94.5,6.7
CLM-2025-01297,CNT-101297,CUST-14408,TX,South Central,$494.63 ,4/6/2025,4/6/2025,4/8/2025,4/10/2025,2,4,4,6.07,1,Yes,No,Low,ADJ-1028,Senior,Team Delta,87.1,4.5
CLM-2025-01298,CNT-101298,CUST-32496,AZ,Southwest,"$6,911.02 ",8/16/2025,8/16/2025,8/18/2025,9/2/2025,2,17,3,1.22,0,No,No,Medium,ADJ-1053,Senior,Team Delta,92.3,7.9
CLM-2025-01299,CNT-101299,CUST-53071,UT,Mountain,"$52,043.17 ",5/8/2025,5/11/2025,5/12/2025,6/29/2025,3,49,1,1.40,1,Yes,No,Low,ADJ-1015,Senior,Team Team Central,83.3,7.9
CLM-2025-01300,CNT-101300,CUST-70816,UT,Mountain,"$4,725.70 ",7/20/2025,7/23/2025,7/24/2025,8/11/2025,1,19,3,4.33,1,No,No,Low,ADJ-1068,Standard,Team Gamma,91.5,6.1
CLM-2025-01301,CNT-101301,CUST-89078,NV,Southwest,"$22,465.82 ",1/26/2025,1/30/2025,1/30/2025,3/13/2025,0,42,2,3.09,1,No,No,Low,ADJ-1002,Senior,Team Echo,92.3,6.9
CLM-2025-01302,CNT-101302,CUST-20711,UT,Mountain,"$6,618.86 ",2/28/2025,3/2/2025,3/5/2025,4/16/2025,3,45,7,3.63,1,No,No,High,ADJ-1037,Senior,Team Delta,91.9,6.3
CLM-2025-01303,CNT-101303,CUST-88707,CO,Mountain,"$23,175.75 ",12/8/2025,12/13/2025,,1/8/2026,0,26,2,2.50,0,No,No,Low,ADJ-1026,Specialist,Team Team West,95.2,6.9
CLM-2025-01304,CNT-101304,CUST-28042,AR,Southwest,$619.82 ,7/20/2025,7/22/2025,7/23/2025,8/9/2025,1,18,5,5.09,0,,,Medium,ADJ-1073,Trainee,Team Team West,95.5,4.4
CLM-2025-01305,CNT-101305,CUST-94913,FL,Southeast,"$2,422.08 ",,5/24/2025,5/25/2025,6/20/2025,1,27,5,1.97,0,No,No,Medium,ADJ-1019,Specialist,Team Team Central,,7.6
CLM-2025-01306,CNT-101306,CUST-37229,CA,West,"$2,020.79 ",12/23/2025,12/24/2025,,12/30/2025,2,6,3,4.75,1,No,No,Medium,ADJ-1009,Specialist,Team Echo,92.5,7.5
CLM-2025-01307,CNT-101307,CUST-34959,NM,Southwest,"$1,980.19 ",6/9/2025,6/10/2025,6/12/2025,6/18/2025,2,8,4,2.64,1,No,No,Medium,ADJ-1046,Trainee,Team Team Alpha,92.1,6.5
CLM-2025-01308,CNT-101308,CUST-56630,FL,Southeast,"$8,181.60 ",1/13/2025,1/14/2025,1/16/2025,3/4/2025,2,49,6,4.53,2,No,Yes,HIGH,ADJ-1039,Senior,Team Delta,89.5,4.9
CLM-2025-01309,CNT-101309,CUST-17392,AZ,Southwest,"$1,635.78 ",6/13/2025,6/15/2025,6/17/2025,7/9/2025,2,24,4,3.19,0,No,Yes,High,ADJ-1049,Standard,Team Gamma,86,5.9
CLM-2025-01310,CNT-101310,CUST-65746,OR,West,"$1,548.30 ",8/5/2025,8/6/2025,8/6/2025,N/A,0,5,1,3.45,0,No,No,Medium,ADJ-1070,Standard,Team SouthTeam West,100,8.2
CLM-2025-01311,CNT-101311,CUST-12942,UT,Mountain,"$23,796.05 ",7/16/2025,7/18/2025,13/32/2025,8/29/2025,1,42,5,2.30,3,No,No,High,ADJ-1050,Standard,Team SouthTeam West,90.5,8.6
CLM-2025-01312,CNT-101312,CUST-62842,TX,South Central,"$2,323.78 ",1/10/2025,1/11/2025,1/14/2025,1/24/2025,3,13 days,5,5.10,1,No,No,Medium,ADJ-1009,Senior,Team Echo,88.9,6.4
CLM-2025-01313,CNT-101313,UNKNOWN,CA,West,"$2,852.43 ",6/20/2025,6/22/2025,6/23/2025,7/20/2025,1,28,3,4.25,1,No,No,Medium,ADJ-1035,Standard,Team Team Central,95.8,6.2
CLM-2025-01314,CNT-101314,CUST-62156,NV,Southwest,"$2,063.18 ",12/28/2025,,1/1/2026,1/23/2026,-3,25,7,3.81,1,No,No,Low,ADJ-1073,Senior,Team Delta,96.9,5.5
CLM-2025-01315,CNT-101315,CUST-63053,TX,South Central,"$1,893.20 ",4/21/2025,4/24/2025,4/25/2025,4/25/2025,1,1,4,5.36,1, no ,No,,ADJ-1043,Specialist,Team Beta,99.3,5.8
CLM-2025-01316,CNT-101316,CUST-12813,TX,South Central,"$1,091.91 ",8/5/2025,8/5/2025,8/6/2025,8/12/2025,1,7,5,4.35,0,No,No,Low,ADJ-1020,Standard,Team Beta,93.2,7.6
CLM-2025-01317,CNT-101317,CUST-63680,AZ,Southwest,"$22,899.60 ",1/27/2025,1/28/2025,1/29/2025,3/14/2025,1,45,4,3.15,1,No,Yes,High,ADJ-1063,Senior,Team Team West,83.9,5.5
CLM-2025-01318,CNT-101318,CUST-87569,WA,West,$646.67 ,8/28/2025,8/30/2025,8/30/2025,9/15/2025,0,16,3,3.87,0,No,No,Medium,ADJ-1022,Standard,Team Gamma,89,8.6
CLM-2025-01319,CNT-101319,CUST-69012,NV,Southwest,"$2,328.93 ",3/19/2025,,3/20/2025,4/8/2025,0,19,1,2.54,0,No,No,High,ADJ-1033,Standard,Team Echo,91.8,7.5
CLM-2025-01320,CNT-101320,CUST-97387,GA,Southeast,$923.38 ,1/4/2025,1/6/2025,1/8/2025,1/14/2025,4,8,1,,1,No,Yes,High,ADJ-1019,Standard,Team Delta,91.6,5.9
CLM-2025-01321,CNT-101321,CUST-38119,AZ,Southwest,"$2,980.14 ",12/20/2025,12/20/2025,12/22/2025,1/14/2026,2,25,5,3.23,1,,No,Medium,ADJ-1012,Senior,Team Beta,93.5,7.4
CLM-2025-01322,CNT-101322,CUST-43946,CO,Mountain,"$17,360.87 ",6/7/2025,6/8/2025,6/10/2025,7/22/2025,2,44,5,3.86,,No,Yes,High,ADJ-1029,Specialist,Team Echo,N/A,4.6
CLM-2025-01323,CNT-101323,CUST-20199,CO,Mountain,"$1,057.68 ",4/11/2025,4/11/2025,4/14/2025,4/30/2025,3,9,1,2.74,0,No,No,Medium,ADJ-1052,Senior,Team Delta,87.4,7
CLM-2025-01324,CNT-101324,CUST-81718,AZ,Southwest,"$6,444.20 ",5/28/2025,5/28/2025,5/30/2025,6/20/2025,2,23,N/A,4.01,0,Yes,No,Medium,ADJ-1046,Standard,Team Team Central,89.3,5.4
CLM-2025-01325,CNT-101325,CUST-15188,GA,Southeast,"$4,101.92 ",9/1/2025,9/2/2025,9/2/2025,9/24/2025,,22,5,2.85,0,No,No,Medium,ADJ-1057,Specialist,Team Beta,91.4,5.6
CLM-2025-01326,CNT-101326,CUST-37127,NM,Southwest,"$7,265.78 ",2/12/2025,2/12/2025,2/13/2025,3/14/2025,1,30,3,4.07,0,No,No,High,ADJ-1075,Senior,Team Delta,90.2,7.2
CLM-2025-01327,CNT-101327,CUST-97668,FL,Southeast,"$7,360.63 ",1/10/2025,1/10/2025,1/11/2025,1/25/2025,-1,15,1,2.14,0,No,No,Low,ADJ-1062,Senior,Team Delta,96.6,7.5
CLM-2025-01328,CNT-101328,CUST-10088,CO,Mountain,$795.07 ,9/3/2025,9/3/2025,9/7/2025,9/12/2025,4,9,6,3.80,0,No,No,Low,ADJ-1030,Standard,Team SouthTeam West,91.2,7.4
CLM-2025-01329,CNT-101329,CUST-57833,CA,West,"$3,404.12 ",8/14/2025,8/17/2025,8/19/2025,9/23/2025,2,37,4,5.71,1,No,No,High,ADJ-1080,Senior,Team Team Alpha,89.3,5.1
CLM-2025-01330,CNT-101330,CUST-56703,NM,Southwest,"$2,309.14 ",5/8/2025,5/10/2025,5/13/2025,5/31/2025,3,33,3,2.06,0,Yes,Yes,High,ADJ-1011,,Team Team West,80.5,7.4
CLM-2025-01331,CNT-101331,CUST-66976,GA,Southeast,$950.90 ,11/23/2025,11/24/2025,11/25/2025,11/28/2025,1,4,3,3.89,0,No,No,Low,ADJ-1072,Senior,Team Gamma,,7
CLM-2025-01332,CNT-101332,CUST-66407,TX,South Central,"$2,237.37 ",12/17/2025,12/19/2025,12/20/2025,12/29/2025,1,10,3,5.75,0,No,No,Low,ADJ-1010,Specialist,Team Team Alpha,88.7,7
CLM-2025-01333,CNT-101333,CUST-28593,TX,South Central,"$10,398.36 ",7/17/2025,7/17/2025,7/19/2025,8/24/2025,2,38,7,6.95,1,No,No,High,ADJ-1058,Senior,Team Team Central,92,5.8
CLM-2025-01334,CNT-101334,CUST-14427,NV,Southwest,"$1,074.79 ",7/30/2025,7/30/2025,7/30/2025,8/9/2025,0,10,3,2.25,1,No,No,Medium,ADJ-1071,Specialist,Team Beta,97.7,8.1
CLM-2025-01335,CNT-101335,CUST-25145,IL,Midwest,"$4,360.01 ",1/20/2025,1/24/2025,1/25/2025,2/21/2025,1,28,5,3.55,1,No,No,High,ADJ-1076,Senior,Team Gamma,90.7,6.4
CLM-2025-01336,CNT-101336,CUST-99764,AR,Southwest,"$5,385.22 ",9/4/2025,9/4/2025,9/4/2025,9/29/2025,0,25,3,,1,No,No,Medium,ADJ-1064,Specialist,Team Team Central,94.5,6.1
CLM-2025-01337,CNT-101337,CUST-71711,OR,West,"$2,339.82 ",1/24/2025,1/26/2025,1/27/2025,2/1/2025,1,6 days,2,3.70,0,No,No,Low,ADJ-1005,Specialist,Team Team West,95.2,7.7
CLM-2025-01338,CNT-101338,CUST-29125,CA,West,"$4,449.45 ",9/6/2025,9/9/2025,9/9/2025,9/28/2025,0,19,5,2.76,0,No,No,Low,ADJ-1052,Standard,Team Beta,97.8,7.6
CLM-2025-01339,CNT-101339,CUST-72208,WA,West,"$9,027.05 ",2/4/2025,2/4/2025,2/5/2025,3/8/2025,1,32,4,2.32,1,No,No,Medium,ADJ-1044,Senior,Team Team Central,88.7,7.5
CLM-2025-01340,CNT-101340,CUST-35075,NV,Southwest,$751.24 ,10/26/2025,10/29/2025,N/A,11/20/2025,1,22,4,3.96,0,No,No,High,ADJ-1015,,Team Team West,100,5.2
CLM-2025-01341,CNT-101341,CUST-62262,CA,West,"$2,262.51 ",6/21/2025,6/21/2025,6/23/2025,7/14/2025,2,23,5,4.07,2,No,No,High,ADJ-1034,Senior,Team SouthTeam West,95,7
CLM-2025-01342,CNT-101342,CUST-99506,NV,Southwest,"$1,904.32 ",5/12/2025,5/13/2025,5/13/2025,5/18/2025,0,5,1,3.44,1,No,No,Medium,ADJ-1018,Senior,Team Beta,90.3,7
CLM-2025-01343,CNT-101343,CUST-34233,AZ,Southwest,"$1,573.80 ",3/29/2025,4/1/2025,4/1/2025,4/8/2025,0,7,3,3.86,0,,No,Medium,ADJ-1066,Standard,Team Team Alpha,95,8.7
CLM-2025-01344,CNT-101344,CUST-92027,AZ,Southwest,"$2,278.86 ",13/32/2025,10/19/2025,10/22/2025,11/22/2025,3,34,7,4.44,2,No,No,High,ADJ-1029,Specialist,Team SouthTeam West,92.4,4.7
CLM-2025-01345,CNT-101345,CUST-73856,UT,Mountain,"$6,312.98 ",2/27/2025,3/1/2025,3/1/2025,3/18/2025,0,17,4,3.00,0,No,No,LOW,ADJ-1021,Senior,Team Gamma,97.2,6.3
CLM-2025-01346,CNT-101346,CUST-99111,TX,South Central,"$16,164.15 ",5/16/2025,5/21/2025,5/22/2025,7/5/2025,1,45,5,6.96,2,No,No,High,ADJ-1009,Standard,Team Echo,97.6,3.9
CLM-2025-01347,CNT-101347,CUST-62798,CO,Mountain,"$1,441.43 ",9/21/2025,9/22/2025,9/23/2025,10/8/2025,1,16,4,2.75,0,No,No,Medium,ADJ-1078,Senior,Team Gamma,90.2,6
CLM-2025-01348,CNT-101348,CUST-82068,AZ,Southwest,"$4,509.67 ",1/19/2025,1/21/2025,1/23/2025,1/25/2025,2,4,2,1.45,0,No,No,Low,ADJ-1046,Standard,Team Echo,91.2,8.9
CLM-2025-01349,CNT-101349,CUST-69454,OR,West,"$1,961.45 ",6/16/2025,,6/19/2025,7/7/2025,1,19,3,N/A,0,No,No,Medium,ADJ-1060,Trainee,Team Echo,99.5,7.3
CLM-2025-01350,CNT-101350,UNKNOWN,CA,West,"$13,358.57 ",2/17/2025,2/17/2025,2/19/2025,3/12/2025,2,23,2,3.91,1,No,No,low,ADJ-1066,Senior,Team SouthTeam West,93,5.8
CLM-2025-01351,CNT-101351,CUST-21386,TX,South Central,$536.29 ,9/6/2025,9/6/2025,9/7/2025,9/25/2025,1,19,3,4.86,1,No,No,Medium,ADJ-1008,Standard,Team Beta,90.3,7.7
CLM-2025-01352,CNT-101352,CUST-33568,UT,Mountain,"$1,315.39 ",8/10/2025,8/11/2025,8/12/2025,8/19/2025,1,8,2,3.07,0,No,No,Medium,ADJ-1007,Standard,Team Echo,91.5,6.3
CLM-2025-01353,CNT-101353,CUST-31578,NV,Southwest,"$45,535.00 ",6/22/2025,6/23/2025,6/25/2025,8/11/2025,2,49,4,1.11,0,No,No,Low,ADJ-1001,Standard,Team Gamma,90.6,7.4
CLM-2025-01354,CNT-101354,CUST-40322,CA,West,"$13,169.10 ",9/29/2025,10/1/2025,10/4/2025,11/19/2025,3,49,8,6.35,1,No,Yes,,ADJ-1033,Specialist,Team Delta,85.3,4.2
CLM-2025-01355,CNT-101355,CUST-39316,AZ,Southwest,"$3,014.47 ",8/18/2025,8/21/2025,8/22/2025,9/15/2025,1,25,3,2.20,1,No,No,High,ADJ-1013,Senior,Team Echo,93.7,7.5
CLM-2025-01356,CNT-101356,CUST-35238,GA,Southeast,"$1,382.77 ",10/6/2025,10/8/2025,10/11/2025,10/26/2025,3,18,6,4.71,1,Yes,Yes,High,ADJ-1015,Trainee,Team Team Alpha,82.6,5.6
CLM-2025-00317,CNT-100317,CUST-12774,AZ,Southwest,$556.37 ,9/3/2025,9/6/2025,9/8/2025,9/26/2025,2,20,5,1.37,0,No,Yes,Medium,ADJ-1020,Standard,Team Team Central,85,6
CLM-2025-01358,CNT-101358,CUST-96785,TX,South Central,"$1,769.59 ",9/15/2025,9/16/2025,9/18/2025,9/26/2025,2,10,4,4.67,0,No,No,Medium,ADJ-1034,Senior,Team Delta,95.2,5.6
CLM-2025-01359,CNT-101359,CUST-22600,AZ,Southwest,"$1,817.80 ",6/1/2025,6/5/2025,6/8/2025,6/29/2025,3,24,3,2.70,0,No,No,Medium,ADJ-1003,Standard,Team Beta,,5.9
